None,None,None,None,None,None,None,None,None,None,None,None
None,G12D,G12D,G12D,G12D,G12D,G12D,G12D,G12D,G12D,G12D,None
None,G12D,G12D,G12D,G12D,G12D,G12D,G12D,G12D,G12D,G12D,None
None,G12D,G12D,G12D,G12D,G12D,G12D,G12D,G12D,G12D,G12D,None
None,G12R,G12R,G12R,G12R,G12R,G12R,G12R,G12R,G12R,G12R,None
None,G12R,G12R,G12R,G12R,G12R,G12R,G12R,G12R,G12R,G12R,None
None,G12R,G12R,G12R,G12R,G12R,G12R,G12R,G12R,G12R,G12R,None
None,None,None,None,None,None,None,None,None,None,None,None
